rowid,content,label,content_clean,dm1,dm2,troll_whight,real_whight,upper_s,upper_w,swears,swears_s,num_words,positive,positive_s,negative,negative_s
9898,Then you should not have any posts.... and using the same comeback twice... whats with all the hate??? Why can't we be friends,0,then you should not have any posts and using the same comeback twice whats with all the hate why cant we be friends,0.882418199,-0.684443149,15.69490632,-6.393157184,0.066666667,0,0,0,23,0,0,1,0.043478261
9899,Then you should probably join the Facebook piss up group that the council stopped.,0,then you should probably join the facebook piss up group that the council stopped,0.686449275,-0.556417973,3.755962482,0,0.133333333,0,1,0.071428571,14,0,0,0,0
9900,There's a dfference? Damn.,1,theres a dfference damn,0.989847689,-0.346703122,4.278432635,0,0.285714286,0,1,0.25,4,0,0,1,0.25
9901,there's gonna be a nerd party in utah on new years!,1,theres gonna be a nerd party in utah on new years,0.642377269,-0.648599736,11.55869964,-2.200824614,0,0,0,0,12,0,0,0,0
9902,"there's nothing better than listening to music on shuffle and hearing you say ""you bitch!"" randomly in the middle of it.",1,theres nothing better than listening to music on shuffle and hearing you say you bitch randomly in the middle of it,0.830995593,-0.636975796,24.71789022,-2.200824614,0,0,1,0.047619048,21,1,0.047619048,2,0.095238095
9903,There's some dude at this bar that totally looks like you. Should I kick his ass for impersonating?,1,theres some dude at this bar that totally looks like you should i kick his ass for impersonating,0.973087495,-0.508793273,18.81935097,-2.239483733,0.15,0.05,1,0.055555556,18,1,0.055555556,0,0
9904,there a famous crab house off regisitertown or was it randalltown rd.. dang i hate the fact i cant remember all the good spots,0,there a famous crab house off regisitertown or was it randalltown rd dang i hate the fact i cant remember all the good spots,0.769500935,-0.490539489,1.975772233,-12.20185279,0,0,0,0,24,2,0.083333333,1,0.041666667
9905,There are a few good knitting videos on Youtube. A combo of those  Stitch n Bitch  and nice neightbor ladies taught me :),0,there are a few good knitting videos on youtube a combo of those  stitch n bitch  and nice neightbor ladies taught me ,0.498462421,-0.363453684,4.040538206,-5.642540211,0.208333333,0.041666667,1,0.045454545,22,2,0.090909091,1,0.045454545
9906,There are more Eagles & Cowboys fans in this world than any other football team.  I just hate football right about now.,0,there are more eagles  cowboys fans in this world than any other football team  i just hate football right about now,0.661040954,-0.617412054,3.73973104,-6.278668507,0.173913043,0.043478261,0,0,21,2,0.095238095,1,0.047619048
9907,"There are two types of people in the world: those using ""lol"" ironically  and those that are fucking twats who deserve to die.",1,there are two types of people in the world those using lol ironically  and those that are fucking twats who deserve to die,0.664050875,-0.72435459,17.11773638,-6.859286382,0.037037037,0,1,0.043478261,23,0,0,3,0.130434783
9908,There go the Mets adding to that high ass payroll for another collapse. Man i can take the Mets blowing another division lead!,0,there go the mets adding to that high ass payroll for another collapse man i can take the mets blowing another division lead,0.674662506,-0.476110888,15.069221,-2.608439604,0.166666667,0,1,0.043478261,23,1,0.043478261,1,0.043478261
9909,there is a man who walks his p-b-pig in the domain wonder if they are related,0,there is a man who walks his pbpig in the domain wonder if they are related,0.797103692,-0.592155483,4.78026419,-7.153043282,0,0,0,0,16,1,0.0625,0,0
9910,There is a theory that it eliminates neck fat through circulation. Started doing in high school. LOL. It worked! Avid tapper!,0,there is a theory that it eliminates neck fat through circulation started doing in high school lol it worked avid tapper,0.566912781,-0.365176836,16.15138281,-2.200824614,0.217391304,0,0,0,21,2,0.095238095,1,0.047619048
9911,there r things I'm happy about  just not in the Xmas spirit. But thanks 4 the pity and smart ass comments.,0,there r things im happy about  just not in the xmas spirit but thanks 4 the pity and smart ass comments,0.769824934,-0.573152717,9.032025852,-10.28315876,0.130434783,0.086956522,1,0.047619048,21,2,0.095238095,1,0.047619048
9912,there should be pictures of him at fucking otaku's cosplay section,1,there should be pictures of him at fucking otakus cosplay section,0.441024101,-0.558866681,10.52692303,0,0,0,1,0.090909091,11,0,0,1,0.090909091
9913,There was a MAD ABOUT YOU/ DICK VAN DYKE crossover about a decade ago.  Carl Reiner reprised his role as Alan Brady.,1,there was a mad about you dick van dyke crossover about a decade ago  carl reiner reprised his role as alan brady,0.346573424,-0.216656189,3.00649275,-3.677265771,0.47826087,0.217391304,2,0.090909091,22,0,0,2,0.090909091
9914,There was a SVT tweet-up last night  damn I was down at BJ's in Cupertino till 7ish,0,there was a svt tweetup last night  damn i was down at bjs in cupertino till 7ish,0.601407704,-0.451443874,1.996367591,-5.455684286,0.277777778,0.166666667,1,0.058823529,17,0,0,1,0.058823529
9915,there was no fucking egg nog at the store i got a low fat chocolate milk fuck this bullshit,1,there was no fucking egg nog at the store i got a low fat chocolate milk fuck this bullshit,0.688349676,-0.577311123,22.3157656,-4.23586944,0,0,2,0.105263158,19,0,0,4,0.210526316
9916,"there you go denying stuff again. until Maury clears you on TV w/ an ""i aint yo daddy test "" your ass is suspect.",1,there you go denying stuff again until maury clears you on tv w an i aint yo daddy test  your ass is suspect,0.565828379,-0.424349253,16.03380594,-2.608439604,0.076923077,0.038461538,1,0.043478261,23,1,0.043478261,2,0.086956522
9917,"there you go...that's damn good to start. He's now branding himself  but he needs not to engage in worthless ""beef""",0,there you gothats damn good to start hes now branding himself  but he needs not to engage in worthless beef,0.722991528,-0.434517172,18.37613846,-9.293328018,0.038461538,0,1,0.05,20,1,0.05,2,0.1
9918,Therefore  I hate you. Lol.,0,therefore  i hate you lol,1.478894536,-0.627577678,1.975772233,0,0.5,0.166666667,0,0,5,0,0,1,0.2
9919,theres places to eat at LA Live tho. I need to fuck with over there..,0,theres places to eat at la live tho i need to fuck with over there,0.818793668,-0.553803146,11.30309561,0,0.2,0.133333333,1,0.066666667,15,0,0,1,0.066666667
9920,These fuckin FOOLISH ass atheletes !!! 35 mill down the drain    not to mention a great Giants season..WHY ?!?!?!?!,1,these fuckin foolish ass atheletes  35 mill down the drain    not to mention a great giants seasonwhy ,0.418917157,-0.316566262,57.86114911,-1.824507483,0.142857143,0.071428571,2,0.117647059,17,1,0.058823529,2,0.117647059
9921,They'd have had flying cars by 2015  too. I want my damn flying car  dammit.,0,theyd have had flying cars by 2015  too i want my damn flying car  dammit,0.706763464,-0.483945353,0,-4.835051846,0.117647059,0.117647059,1,0.066666667,15,0,0,1,0.066666667
9922,They're awesome - lemon ricotta cookies.  This is only the second time in my life I've burned myself but damn does it hurt,0,theyre awesome  lemon ricotta cookies  this is only the second time in my life ive burned myself but damn does it hurt,0.684943752,-0.540838874,3.240995458,-4.670084547,0.12,0.04,1,0.045454545,22,1,0.045454545,4,0.181818182
9923,They all live in the town in which I grew up  which I hate. So I'm not sure we would get along now. Willing to give it a chance tho.,0,they all live in the town in which i grew up  which i hate so im not sure we would get along now willing to give it a chance tho,1.02924899,-0.664939542,5.340193492,-17.41355616,0.1875,0.09375,0,0,30,1,0.033333333,1,0.033333333
9924,They are hungry for democracy - most Westerners are fat  happy  complacent.  Brave New World v. 1984. Pleasure beats pain.,0,they are hungry for democracy  most westerners are fat  happy  complacent  brave new world v 1984 pleasure beats pain,0.200035652,-0.287564856,2.482114556,-2.449906578,0.285714286,0,0,0,19,3,0.157894737,3,0.157894737
9925,They do fear us; why do you think they hate us owning guns? It's all that stands between them and absolute power.,0,they do fear us why do you think they hate us owning guns its all that stands between them and absolute power,0.829849575,-0.486911608,8.090239074,-8.938535004,0.076923077,0,0,0,22,0,0,2,0.090909091
9926,"they don't do any of it. Them they try to front afterwards  like ""I did this and that to him last night!"" I hate when chicks lie",0,they dont do any of it them they try to front afterwards  like i did this and that to him last night i hate when chicks lie,0.996700087,-0.75171477,19.32283107,-10.06373347,0.096774194,0.064516129,0,0,27,1,0.037037037,2,0.074074074
9927,They don't really want it with either of us fat phonies. I'm just saying.,0,they dont really want it with either of us fat phonies im just saying,0.978512812,-0.601842233,7.040831497,-4.769891404,0.117647059,0.058823529,0,0,14,0,0,1,0.071428571
9928,they don't use Euros yet? damn lol,1,they dont use euros yet damn lol,0.887876622,-0.399661429,5.125325909,-2.898120891,0.111111111,0,1,0.142857143,7,0,0,1,0.142857143
9929,They have been touring as just the dead for years. I've seen them twice. Bromance is a codeword for in the closet gay.,0,they have been touring as just the dead for years ive seen them twice bromance is a codeword for in the closet gay,0.771084027,-0.49605701,5.640162269,-6.424173772,0.12,0.04,1,0.043478261,23,0,0,1,0.043478261
9930,they have Mountain Song on GUITAR HERO? shit  i have to hate that song now,0,they have mountain song on guitar hero shit  i have to hate that song now,0.955281159,-0.680876887,12.83621632,-7.689723093,0.25,0.125,1,0.066666667,15,1,0.066666667,2,0.133333333
9931,They kicked ass  huh?! Such a great show! Can't wait to see your vids & pics!,0,they kicked ass  huh such a great show cant wait to see your vids  pics,0.694798029,-0.553625354,31.95570556,0,0.142857143,0,1,0.066666667,15,1,0.066666667,0,0
9932,they mad that they don't grind hard enough to get signed  reason why a lot of ppl hate Charles Hamilton,0,they mad that they dont grind hard enough to get signed  reason why a lot of ppl hate charles hamilton,0.829919832,-0.449907088,8.359876442,-2.898120891,0.095238095,0,0,0,20,1,0.05,4,0.2
9933,They probably karted all over you...Kats are knwon to do that.   :D All hate mail goes to...,0,they probably karted all over youkats are knwon to do that   d all hate mail goes to,0.769476295,-0.493252601,6.005450322,-5.741925114,0.19047619,0.047619048,0,0,17,0,0,1,0.058823529
9934,They say I have the best ass this side of fourteenth street.,1,they say i have the best ass this side of fourteenth street,0.809305072,-0.848109095,7.316569775,-4.096454885,0.153846154,0.076923077,1,0.083333333,12,1,0.083333333,0,0
9935,they seem to be the same every damn year,0,they seem to be the same every damn year,0.990707155,-0.773703323,0,0,0,0,1,0.111111111,9,0,0,1,0.111111111
9936,they should've just given him a snow shovel and a grapefruit  would've been less embarrassing. seriously  that guy sucks. haha,0,they shouldve just given him a snow shovel and a grapefruit  wouldve been less embarrassing seriously  that guy sucks haha,0.675359102,-0.353295918,3.399726801,-9.786594388,0,0,1,0.05,20,0,0,2,0.1
9937,they should have a wii loser..that way you can compete with your wii friends.,1,they should have a wii loserthat way you can compete with your wii friends,0.866701592,-0.6271466,0,-2.540641744,0,0,0,0,14,0,0,0,0
9938,they sure seem to LOVE you -- damn name droppers.,0,they sure seem to love you  damn name droppers,1.054119989,-0.582134264,0,-1.758826404,0.090909091,0.090909091,1,0.111111111,9,1,0.111111111,1,0.111111111
9939,they think we only ride chevys and cadillacs...damn stereotypes,0,they think we only ride chevys and cadillacsdamn stereotypes,0.490728445,-0.44352762,2.014839044,-3.142293223,0,0,0,0,9,0,0,0,0
9940,they waiting for an Xbox or something? damn lol,0,they waiting for an xbox or something damn lol,0.868473812,-0.552123507,2.282065044,-2.558807756,0.1,0,1,0.111111111,9,0,0,1,0.111111111
9941,they won't let us live anywhere without coming up our ass. I want to move  now ):A,1,they wont let us live anywhere without coming up our ass i want to move  now a,0.848889641,-0.575451351,4.763189141,-6.241659472,0.1,0.1,1,0.058823529,17,0,0,0,0
9942,theyre every hip-hop guys glasses...its a new trend from everyone from kanye to my friend nick gonzalez. nerd glasses r mainstream,0,theyre every hiphop guys glassesits a new trend from everyone from kanye to my friend nick gonzalez nerd glasses r mainstream,0.322166939,-0.364541108,2.014839044,-5.948665969,0,0,0,0,21,0,0,0,0
9943,Thing I hate the most = Alternate side of the street parking rules.,0,thing i hate the most = alternate side of the street parking rules,0.460184522,-0.715361065,1.975772233,-2.449906578,0.214285714,0.071428571,0,0,13,0,0,1,0.076923077
9944,think of it more as the open ended gift that lets them have something that makes em happy vs a piece of crap they hate. ;-),0,think of it more as the open ended gift that lets them have something that makes em happy vs a piece of crap they hate ,0.809094518,-0.557264874,3.672068411,-5.682934967,0,0,1,0.04,25,1,0.04,2,0.08
9945,think the phrase 'couldn't hit a pig's arse with a banjo' fitted somehow. But hey I've had a go ( can scythe instead mind!),0,think the phrase couldnt hit a pigs arse with a banjo fitted somehow but hey ive had a go  can scythe instead mind,0.50711751,-0.448552248,10.75624548,-5.436703324,0.066666667,0.033333333,1,0.043478261,23,0,0,1,0.043478261
9946,"thinks my Barkely impsn8n sucks  but he's ""a knucklehead..and isn't in my fave 5...trrrble""",0,thinks my barkely impsn8n sucks  but hes a knuckleheadand isnt in my fave 5trrrble,0.481865571,-0.332302725,19.97991338,-4.670084547,0.05,0.05,1,0.071428571,14,1,0.071428571,1,0.071428571
9947,This argument sucks so bad bc I'm just trying to say tht NECC is a valuable conference to many people.You SEEM to disagree ;),0,this argument sucks so bad bc im just trying to say tht necc is a valuable conference to many peopleyou seem to disagree ,0.700553153,-0.367498217,4.308371933,-1.996551742,0.192307692,0.115384615,1,0.043478261,23,1,0.043478261,3,0.130434783
9948,This bad gay works for a company that likes to write people up for sneezing.,1,this bad gay works for a company that likes to write people up for sneezing,0.827123684,-0.595320363,9.396124751,0,0.0625,0,1,0.066666667,15,2,0.133333333,1,0.066666667
9949,"This holiday is to celebrate a man nailed to a board. I want you to be MERRY about it. Why are you crying? DON""T FUCKING CRY!",1,this holiday is to celebrate a man nailed to a board i want you to be merry about it why are you crying dont fucking cry,0.951310363,-0.572130131,13.25934504,-2.049835935,0.266666667,0.2,1,0.038461538,26,2,0.076923077,2,0.076923077
9950,"This is a better Hodgman excerpt: ""it is hard not to conclude that Barack Obama is somewhat tone deaf when it comes to gay issues"".",0,this is a better hodgman excerpt it is hard not to conclude that barack obama is somewhat tone deaf when it comes to gay issues,0.617628775,-0.340308374,14.22734322,-4.668311706,0.137931034,0,1,0.04,25,1,0.04,3,0.12
9951,this is just awful  i'm really tired and will be dragging ass all day.,0,this is just awful  im really tired and will be dragging ass all day,0.975255683,-0.597564541,9.032025852,-4.480210117,0,0,1,0.071428571,14,0,0,3,0.214285714
9952,This is the worst: http://tinyurl.com/62m3z7 You'll hate it at first  but it sticks like glue to your brain,0,this is the worst httptinyurlcom62m3z7 youll hate it at first  but it sticks like glue to your brain,0.824903188,-0.645143217,1.975772233,-12.16623764,0.090909091,0,0,0,18,1,0.055555556,2,0.111111111
9953,This is why I feel like I have to do everything myself  It's a damn shame you can't trust people to hold up their end of shit.,0,this is why i feel like i have to do everything myself  its a damn shame you cant trust people to hold up their end of shit,1.020805454,-0.741721468,11.71317582,-9.462240081,0.133333333,0.066666667,2,0.074074074,27,2,0.074074074,3,0.111111111
9954,this is why I hate partying with people I work with. They want to talk about work the whole time,0,this is why i hate partying with people i work with they want to talk about work the whole time,1.090339695,-0.834154213,1.975772233,-2.049835935,0.15,0.1,0,0,20,2,0.1,1,0.05
9955,this job would be great if it wasnt for the fucking customers,1,this job would be great if it wasnt for the fucking customers,0.931814264,-0.770834625,8.530555434,-7.339263685,0,0,1,0.083333333,12,1,0.083333333,1,0.083333333
9956,this makes mme smile lol. I hate him. But we still dont bring him up bc to us he is dead and non-existant.,1,this makes mme smile lol i hate him but we still dont bring him up bc to us he is dead and nonexistant,0.92236155,-0.576186432,7.677083793,-2.298864956,0.083333333,0.041666667,0,0,23,1,0.043478261,2,0.086956522
9957,this means young kaia will either grow up to be the greatest female beatmaker ever or a rap legend who severely falls the fuck off,0,this means young kaia will either grow up to be the greatest female beatmaker ever or a rap legend who severely falls the fuck off,0.498463009,-0.409257858,13.22302388,-9.696544791,0,0,1,0.04,25,1,0.04,2,0.08
9958,This place sucks get a good job so I can stay home please pretty please aww fuck it am begging you. Lmao,0,this place sucks get a good job so i can stay home please pretty please aww fuck it am begging you lmao,1.012044795,-0.550803659,15.6008206,-4.428890496,0.136363636,0.045454545,3,0.136363636,22,2,0.090909091,3,0.136363636
9959,this should have ended months ago  sucks.,0,this should have ended months ago  sucks,0.611831057,-0.495493999,2.592915856,-2.540641744,0,0,1,0.142857143,7,0,0,1,0.142857143
9960,thiz is fucking nasttty!!!,0,thiz is fucking nasttty,0.506038744,-0.412894283,26.2804065,0,0,0,1,0.25,4,0,0,1,0.25
9961,thnxs that's what I will d today. wrap up the end and plan new move. damn that feels better.,0,thnxs thats what i will d today wrap up the end and plan new move damn that feels better,0.78214077,-0.586456193,7.588364279,-8.179256756,0.047619048,0.047619048,1,0.052631579,19,1,0.052631579,1,0.052631579
9962,those are fine  you know I hate cats,0,those are fine  you know i hate cats,1.198051045,-0.707343855,1.975772233,0,0.125,0.125,0,0,8,1,0.125,1,0.125
9963,those damn kids ruin it for all of us!,0,those damn kids ruin it for all of us,0.827585248,-0.747925437,5.916617023,0,0,0,1,0.111111111,9,0,0,2,0.222222222
9964,Those damn republican ninjas... what are we to do?,0,those damn republican ninjas what are we to do,0.922084567,-0.584345233,4.296904088,-8.220500127,0.090909091,0,1,0.111111111,9,0,0,1,0.111111111
9965,Those dogs look FAT to me!! ;-),0,those dogs look fat to me ,0.89546435,-0.602604218,11.83323405,0,0.181818182,0.090909091,0,0,6,0,0,1,0.166666667
9966,Those Muggs are still kick ass though. Look! http://tinyurl.com/8ecw8m,0,those muggs are still kick ass though look httptinyurlcom8ecw8m,0.536843855,-0.479425805,13.2331868,-2.843804223,0.25,0,1,0.111111111,9,0,0,0,0
9967,those puppies get heavy. believe me. and clothing is a bitch to fit. cherish your perkiness.,0,those puppies get heavy believe me and clothing is a bitch to fit cherish your perkiness,0.684103164,-0.531306177,9.969842255,0,0,0,1,0.0625,16,1,0.0625,1,0.0625
9968,those soubd so cute!! don't u luv/hate when u make gifts so well u want to keep them?,0,those soubd so cute dont u luvhate when u make gifts so well u want to keep them,0.856249037,-0.530884082,30.40277952,-2.898120891,0,0,0,0,18,2,0.111111111,0,0
9969,Those soundboards are pretty funny  the lady is like it is illegal to call a 1800 number he is like FUCK YOU! :)~,0,those soundboards are pretty funny  the lady is like it is illegal to call a 1800 number he is like fuck you ~,0.830870489,-0.561079777,9.698000306,-7.322771689,0.115384615,0.115384615,1,0.043478261,23,3,0.130434783,3,0.130434783
9970,those Tamales look damn good. Now if I could just get a few and drink warm milk..,0,those tamales look damn good now if i could just get a few and drink warm milk,0.920947361,-0.564953216,1.704809139,-3.137561124,0.176470588,0.058823529,1,0.058823529,17,2,0.117647059,1,0.058823529
9971,Those things Freak. Me. Out.,0,those things freak me out,0.688725124,-0.854885788,0,-1.684477648,0.666666667,0,0,0,5,0,0,1,0.2
9972,those will sell like hot cocks....cakes...hot cakes...damn it!,0,those will sell like hot cockscakeshot cakesdamn it,0.554766745,-0.408768,11.96113416,-2.239483733,0,0,0,0,8,2,0.25,0,0
9973,though I don't have a whole lotta love for MS  I don't have a whole lotta hate anymore. Just distaste. They've come a long way...,0,though i dont have a whole lotta love for ms  i dont have a whole lotta hate anymore just distaste theyve come a long way,0.758077695,-0.579288797,9.677133007,-15.0515572,0.172413793,0.103448276,0,0,25,1,0.04,2,0.08
9974,Throwing? throwing? Its bowling  Bowling!!!! Throwing indeed! (you do realise I am getting you to talk cricket  which you hate)hehe,0,throwing throwing its bowling  bowling throwing indeed you do realise i am getting you to talk cricket  which you hatehehe,0.829466054,-0.296796739,36.12298744,-4.595896746,0.166666667,0.033333333,0,0,20,0,0,0,0
9975,thx for the well wishes lisa! i hate taking meds  so i'm all for fast healing:),1,thx for the well wishes lisa i hate taking meds  so im all for fast healing,0.78096021,-0.357290144,9.607845333,-8.060683431,0,0,0,0,16,2,0.125,1,0.0625
9976,Time's running out for them.  The Cboys will pull it off.  Looks damn cold.,1,times running out for them  the cboys will pull it off  looks damn cold,0.805655895,-0.60461977,1.996367591,0,0.25,0,1,0.071428571,14,0,0,2,0.142857143
9977,tired as fuck and wish I was with you right now!,0,tired as fuck and wish i was with you right now,1.304816104,-0.663545949,17.21971263,-1.627429836,0.083333333,0.083333333,1,0.090909091,11,1,0.090909091,2,0.181818182
9978,to b more complete (if u r Twittering Hugh): I don't think Hugh Jackman is gay.,0,to b more complete if u r twittering hugh i dont think hugh jackman is gay,0.892739898,-0.413142202,12.96482966,-12.02177946,0.238095238,0.047619048,1,0.0625,16,0,0,0,0
9979,to bad i am the god damn WINNAR!,0,to bad i am the god damn winnar,1.265745246,-0.560016352,5.916617023,-2.608439604,0.111111111,0.111111111,1,0.125,8,0,0,2,0.25
9980,to be specific he didnt choke her (right?) he bit her on the back while banging her in the ass. (just to be clear)... :),1,to be specific he didnt choke her right he bit her on the back while banging her in the ass just to be clear ,0.756049379,-0.564797805,24.68196114,-5.044628837,0,0,1,0.041666667,24,2,0.083333333,1,0.041666667
9981,to damn (and dam) the spam  try OtherInbox (http://otherinbox.com)  now in beta. It's perfect for that kind of email overload.,0,to damn and dam the spam  try otherinbox httpotherinboxcom  now in beta its perfect for that kind of email overload,0.729879099,-0.498746463,3.832401796,-5.044628837,0.071428571,0,1,0.05,20,1,0.05,1,0.05
9982,to expect a 20+ mpg auto that does not look like a God damn Easter egg or roller skate  that is unreasonable. ;),0,to expect a 20+ mpg auto that does not look like a god damn easter egg or roller skate  that is unreasonable ,0.608735086,-0.331231237,3.672068411,-6.622798972,0.083333333,0,1,0.045454545,22,1,0.045454545,2,0.090909091
9983,to get fat?,1,to get fat,1.280388375,-0.927328848,6.468988738,0,0,0,0,0,3,0,0,1,0.333333333
9984,today feels like sunday.....damn lol,1,today feels like sundaydamn lol,0.665579536,-0.340142075,2.014839044,-2.239483733,0,0,0,0,5,1,0.2,0,0
9985,today its warm though  crazy ass Cali weather,0,today its warm though  crazy ass cali weather,0.46619793,-0.375168978,7.316569775,-2.758626985,0.125,0,1,0.125,8,1,0.125,1,0.125
9986,today what I need is a 40 ft mecha with laser canons and missile arrays following me around London bellowing DON'T BE EMO  ta,0,today what i need is a 40 ft mecha with laser canons and missile arrays following me around london bellowing dont be emo  ta,0.583935525,-0.401323684,0,-5.322379237,0.24,0.2,0,0,24,0,0,0,0
9987,told ya she was fat! she's loyal tho  she has this goin for her...,1,told ya she was fat shes loyal tho  she has this goin for her,0.582156615,-0.499258488,28.64595217,-1.627429836,0,0,0,0,14,1,0.071428571,1,0.071428571
9988,Toldja. Actually  the whole thing gets less emo at some point in the archives. And I feel like it's getting even better.,0,toldja actually  the whole thing gets less emo at some point in the archives and i feel like its getting even better,0.75947799,-0.554568928,5.792574788,-4.440308347,0.166666667,0.041666667,0,0,22,2,0.090909091,0,0
9989,Tom would like to know if you hate him..?,0,tom would like to know if you hate him,1.26246921,-0.806588521,4.257837277,-9.578747418,0.1,0,0,0,9,1,0.111111111,1,0.111111111
9990,Tommy blows cock! lol,1,tommy blows cock lol,0.018528518,-0.055326812,7.53081732,0,0.2,0,1,0.25,4,0,0,0,0
9991,tomorrow morning we get an update i am so fucking hungover.,0,tomorrow morning we get an update i am so fucking hungover,0.843895696,-0.484427357,10.23536457,-2.608439604,0,0,1,0.090909091,11,0,0,1,0.090909091
9992,Tomorrow night  Michigan State vs. North Dakota on the ice. Straight up. Loser buys dinner at The Publican. Game?,0,tomorrow night  michigan state vs north dakota on the ice straight up loser buys dinner at the publican game,0.157783144,-0.488513171,4.070790794,0,0.5,0,0,0,19,0,0,1,0.052631579
9993,tonight at 7 damn..we got to reschedule..lol,0,tonight at 7 damnwe got to reschedulelol,0.389576969,-0.449689438,0,0,0,0.142857143,0,0,7,0,0,0,0
9994,tonight??? all fucking day man.,0,tonight all fucking day man,0.63390752,-0.716955609,17.15052201,0,0,0,1,0.2,5,0,0,1,0.2
9995,Tony Romo sucks  that's what. So disappointed in that guy lately. Just horrible... the only offense they have is Choice! (ex-OU),0,tony romo sucks  thats what so disappointed in that guy lately just horrible the only offense they have is choice exou,0.783739207,-0.456070446,17.75650052,-4.741466359,0.230769231,0,1,0.047619048,21,0,0,3,0.142857143
9996,Too-fucking-right. Im still a NIN Virgin... a VirgNin ... lawl.,0,toofuckingright im still a nin virgin a virgnin  lawl,0.3735206,-0.353029121,4.029678088,0,0.416666667,0.083333333,0,0,9,0,0,0,0
9997,too late  I am skipping town bitch! (gets on express train),1,too late  i am skipping town bitch gets on express train,0.573472026,-0.40017986,15.97037589,-1.501283334,0.071428571,0.071428571,1,0.090909091,11,0,0,1,0.090909091
9998,too late! you have to work boxing day too? that sucks.,0,too late you have to work boxing day too that sucks,1.214113906,-0.578905058,12.62763213,-5.543208411,0,0,1,0.090909091,11,1,0.090909091,1,0.090909091
9999,too much dick on tv wat with dickies real deal and diagnosis murder.... Oh and that jeremy kyle !!!!,0,too much dick on tv wat with dickies real deal and diagnosis murder oh and that jeremy kyle ,0.491484651,-0.393891128,31.21179185,-1.501283334,0.041666667,0,1,0.055555556,18,0,0,2,0.111111111
10000,too right XD Gordon Brown can officially kiss my ass! Freak!,1,too right xd gordon brown can officially kiss my ass freak,0.523414124,-0.366220478,19.14980382,-1.501283334,0.307692308,0.076923077,1,0.090909091,11,1,0.090909091,1,0.090909091
10001,Top Notch click!  DONT HATE hater!  u mad cuz u broke  using a playstation as a cd player.,0,top notch click  dont hate hater  u mad cuz u broke  using a playstation as a cd player,0.495508148,-0.310426181,20.79604709,0,0.19047619,0.095238095,0,0,18,1,0.055555556,4,0.222222222
10002,Top three tips: 1) scan updates  2) pay more attention to @ replies and 3) set time limits before it sucks your day! ;),1,top three tips 1 scan updates  2 pay more attention to  replies and 3 set time limits before it sucks your day ,0.518531808,-0.426031157,10.37385406,-2.843804223,0.033333333,0.1,1,0.045454545,22,1,0.045454545,2,0.090909091
10003,Total fag  unless its Jesus Christ Superstar  because even crappy straight people love Superstar. Seriously. Even dudes.,0,total fag  unless its jesus christ superstar  because even crappy straight people love superstar seriously even dudes,0.395238843,-0.175644546,0,-6.932658913,0.388888889,0,1,0.058823529,17,1,0.058823529,1,0.058823529
10004,totally agree dude. Pushed carts at Safeway for 2yrs in hs  people are fucking retarded,1,totally agree dude pushed carts at safeway for 2yrs in hs  people are fucking retarded,0.474218226,-0.342327233,8.530555434,-2.200824614,0.133333333,0,1,0.066666667,15,0,0,2,0.133333333
10005,Totally agree on AC/DC. They are damn near the perfect rock n roll band.,0,totally agree on acdc they are damn near the perfect rock n roll band,0.503532035,-0.436587645,4.040538206,0,0.2,0,1,0.071428571,14,1,0.071428571,1,0.071428571
10006,Totally agree! I'm just a freak that worries if my dog is content. He's all I have to focus on obviously :),0,totally agree im just a freak that worries if my dog is content hes all i have to focus on obviously ,0.960268524,-0.609103742,13.25320065,-8.522007091,0.153846154,0.076923077,0,0,21,0,0,2,0.095238095
10007,Totally lame. To be fair  I've only watched it twice but that was enough for me. Moral: Your sense of humor sucks.,0,totally lame to be fair  ive only watched it twice but that was enough for me moral your sense of humor sucks,0.850774866,-0.530262138,4.428950062,-6.940493991,0.2,0.04,1,0.045454545,22,3,0.136363636,2,0.090909091
10008,totally loved Odo. But the Ferengi make my skin crawl. out of all the species  they're the ones i hate the most. yuck!,1,totally loved odo but the ferengi make my skin crawl out of all the species  theyre the ones i hate the most yuck,0.616565077,-0.565635836,11.13338471,-2.608439604,0.12,0,0,0,23,1,0.043478261,1,0.043478261
10009,Tough love is key. Though I'd never do that to my brother because he has done so much for me  but she sounds like a bitch.,0,tough love is key though id never do that to my brother because he has done so much for me  but she sounds like a bitch,1.047574857,-0.584857163,18.06850362,-11.78089648,0.107142857,0.035714286,1,0.038461538,26,3,0.115384615,1,0.038461538
10010,Tough time of year to keep the weight off. Without my bicycle commuting  I'd be hosed. Road bike has some dust on it. Damn...,0,tough time of year to keep the weight off without my bicycle commuting  id be hosed road bike has some dust on it damn,0.629982119,-0.539494809,3.803564795,0,0.192307692,0.038461538,1,0.041666667,24,1,0.041666667,2,0.083333333
10011,true :) just informed no food til we find out if I'm going into labor soon. Laughed my ass off thinking on how unprepared we are.,0,true  just informed no food til we find out if im going into labor soon laughed my ass off thinking on how unprepared we are,0.698604125,-0.475371077,10.8207516,-5.981365346,0.068965517,0.034482759,1,0.04,25,0,0,1,0.04
10012,True Hate to see Dre fading out...drop that album already!,0,true hate to see dre fading outdrop that album already,0.615678368,-0.375992846,9.767490273,0,0.230769231,0,0,0,10,0,0,1,0.1
10013,true that. with more fat.,0,true that with more fat,1.019948647,-0.611854647,2.482114556,0,0,0,0,0,5,0,0,1,0.2
